,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted_encoded,department_encoded,region_encoded,education_encoded,gender_encoded,recruitment_channel_encoded,is_promoted
30928,10760,Operations,region_13,Master's & above,M,other,1,34,5.0,9,0,56.0,0,4,4,2,1,0,No
30930,51837,HR,region_2,Master's & above,F,other,1,47,3.0,6,0,52.0,0,2,11,2,0,0,No
30931,29242,Technology,region_24,Master's & above,M,sourcing,1,41,2.0,11,0,80.0,0,8,16,2,1,2,No
30932,70069,HR,region_22,Bachelor's,F,other,1,29,5.0,7,0,49.0,0,2,14,0,0,0,No
30933,53037,Sales & Marketing,region_7,Bachelor's,M,other,1,28,3.0,2,0,50.0,0,7,31,0,1,0,No
30935,61974,Procurement,region_13,Bachelor's,F,other,1,30,4.0,8,0,82.0,1,5,4,0,0,0,Yes
30937,48712,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,38,3.0,3,0,51.0,1,7,11,0,1,2,Yes
30938,65810,Operations,region_22,Bachelor's,F,sourcing,1,28,2.0,5,0,62.0,0,4,14,0,0,2,No
30939,46168,Procurement,region_31,Bachelor's,F,sourcing,1,28,3.0,2,0,69.0,0,5,24,0,0,2,No
30940,25592,Operations,region_13,Master's & above,F,sourcing,1,43,3.0,7,0,58.0,1,4,4,2,0,2,Yes
30941,77034,Technology,region_2,Bachelor's,F,other,1,42,4.0,2,0,78.0,0,8,11,0,0,0,No
30942,39858,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,33,5.0,6,0,48.0,1,7,18,0,1,2,Yes
30943,58829,Sales & Marketing,region_27,Bachelor's,F,other,1,31,5.0,4,0,47.0,0,7,19,0,0,0,No
30945,10562,Technology,region_3,Bachelor's,M,other,1,27,3.0,3,0,81.0,0,8,22,0,1,0,No
30947,4124,Sales & Marketing,region_7,Master's & above,F,other,1,43,2.0,15,0,46.0,0,7,31,2,0,0,No
30953,71168,Procurement,region_30,Bachelor's,M,other,1,34,2.0,5,0,67.0,0,5,23,0,1,0,No
30954,11439,Technology,region_23,Master's & above,M,other,1,40,3.0,7,0,80.0,0,8,15,2,1,0,No
30955,61827,Sales & Marketing,region_7,Master's & above,M,other,1,39,5.0,8,0,48.0,0,7,31,2,1,0,No
30956,10515,Sales & Marketing,region_27,Bachelor's,M,other,1,29,4.0,8,0,49.0,0,7,19,0,1,0,No
30959,59881,Analytics,region_22,Bachelor's,M,other,1,25,5.0,3,0,87.0,0,0,14,0,1,0,No
30960,7083,Analytics,region_4,Bachelor's,F,other,1,29,5.0,8,0,80.0,1,0,28,0,0,0,Yes
30961,67250,Procurement,region_17,Bachelor's,F,other,1,41,4.0,11,0,68.0,0,5,8,0,0,0,No
30963,74931,Technology,region_1,Bachelor's,M,sourcing,1,27,3.0,2,0,80.0,0,8,0,0,1,2,No
30964,13386,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,40,3.0,13,0,47.0,0,7,11,0,1,2,No
30966,63321,Procurement,region_7,Bachelor's,M,other,1,30,3.0,4,0,66.0,0,5,31,0,1,0,No
30967,60282,Technology,region_22,Bachelor's,F,referred,1,28,3.0,4,0,82.0,0,8,14,0,0,1,No
30968,77338,Procurement,region_8,Bachelor's,M,sourcing,1,30,5.0,7,0,70.0,0,5,32,0,1,2,No
30970,15075,Technology,region_4,Master's & above,M,sourcing,1,34,2.0,5,0,78.0,1,8,28,2,1,2,Yes
30971,66154,Sales & Marketing,region_19,Bachelor's,M,sourcing,1,36,3.0,4,0,48.0,0,7,10,0,1,2,No
30973,24839,Sales & Marketing,region_23,Bachelor's,M,sourcing,1,29,4.0,5,0,48.0,0,7,15,0,1,2,No
30974,13720,Sales & Marketing,region_9,Master's & above,M,sourcing,1,31,2.0,4,0,53.0,0,7,33,2,1,2,No
30975,28781,HR,region_7,Bachelor's,M,sourcing,1,37,2.0,8,0,48.0,0,2,31,0,1,2,No
30977,63992,Procurement,region_2,Master's & above,F,sourcing,1,44,3.0,12,0,68.0,0,5,11,2,0,2,No
30978,63349,Operations,region_22,Master's & above,F,other,1,41,5.0,14,0,59.0,0,4,14,2,0,0,No
30979,6157,Sales & Marketing,region_28,Bachelor's,M,sourcing,1,35,5.0,2,1,94.0,1,7,20,0,1,2,Yes
30980,11082,Procurement,region_22,Master's & above,F,sourcing,1,38,3.0,5,0,66.0,0,5,14,2,0,2,No
30982,41111,Operations,region_26,Bachelor's,M,other,1,38,4.0,8,0,60.0,0,4,18,0,1,0,No
30983,18243,Operations,region_2,Bachelor's,M,other,1,43,5.0,5,0,58.0,0,4,11,0,1,0,No
30986,3550,Procurement,region_2,Bachelor's,M,sourcing,1,37,4.0,9,0,68.0,0,5,11,0,1,2,No
30987,16566,Analytics,region_22,Bachelor's,M,sourcing,1,29,5.0,5,0,87.0,1,0,14,0,1,2,Yes
30988,56219,Technology,region_15,Bachelor's,M,other,1,39,3.0,2,0,77.0,0,8,6,0,1,0,No
30990,43800,Procurement,region_2,Master's & above,F,sourcing,1,41,4.0,5,1,91.0,1,5,11,2,0,2,Yes
30991,69377,Operations,region_22,Master's & above,F,other,1,34,5.0,4,0,62.0,0,4,14,2,0,0,No
30993,74856,Operations,region_15,Bachelor's,M,sourcing,1,39,3.0,8,0,70.0,1,4,6,0,1,2,Yes
30995,66499,Procurement,region_16,Bachelor's,F,other,1,33,3.0,6,0,71.0,0,5,7,0,0,0,No
30997,26909,Operations,region_2,Bachelor's,M,other,1,40,5.0,7,0,59.0,0,4,11,0,1,0,No
30999,2107,HR,region_22,Bachelor's,M,other,1,29,3.0,3,0,53.0,0,2,14,0,1,0,No
31001,38939,Procurement,region_2,Master's & above,F,sourcing,1,37,3.0,5,0,70.0,0,5,11,2,0,2,No
31002,10689,Sales & Marketing,region_2,Bachelor's,F,other,1,46,4.0,2,0,51.0,0,7,11,0,0,0,No
31004,4291,HR,region_2,Bachelor's,F,other,1,45,3.0,6,0,56.0,0,2,11,0,0,0,No
31007,36239,Analytics,region_2,Bachelor's,F,sourcing,1,37,3.0,5,0,84.0,0,0,11,0,0,2,No
31008,6183,Operations,region_23,Bachelor's,M,other,1,29,5.0,6,1,71.0,1,4,15,0,1,0,Yes
31010,11442,Sales & Marketing,region_1,Master's & above,F,sourcing,1,32,5.0,4,0,48.0,0,7,0,2,0,2,No
31014,2059,Operations,region_22,Bachelor's,M,other,1,45,4.0,6,0,59.0,0,4,14,0,1,0,No
31015,26216,Analytics,region_22,Bachelor's,M,other,1,34,4.0,8,0,81.0,0,0,14,0,1,0,No
31017,28632,Sales & Marketing,region_2,Bachelor's,M,other,1,48,5.0,7,0,48.0,1,7,11,0,1,0,Yes
31018,23163,Technology,region_27,Bachelor's,F,sourcing,1,33,4.0,8,0,80.0,0,8,19,0,0,2,No
31019,61923,Technology,region_3,Bachelor's,M,other,1,29,5.0,2,0,93.0,1,8,22,0,1,0,Yes
31022,2389,Operations,region_11,Bachelor's,M,sourcing,1,33,4.0,3,0,57.0,0,4,2,0,1,2,No
31023,58224,HR,region_28,Master's & above,M,sourcing,1,39,3.0,4,0,54.0,0,2,20,2,1,2,No
31024,51401,Technology,region_2,Master's & above,F,other,1,41,3.0,13,0,77.0,0,8,11,2,0,0,No
31025,22901,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,31,2.0,5,0,48.0,0,7,11,0,1,2,No
31026,54747,Operations,region_2,Bachelor's,F,referred,1,30,5.0,4,0,62.0,0,4,11,0,0,1,No
31027,44102,Analytics,region_7,Bachelor's,F,other,1,29,4.0,5,0,81.0,0,0,31,0,0,0,No
31031,5091,Procurement,region_7,Bachelor's,M,sourcing,1,28,3.0,2,0,69.0,0,5,31,0,1,2,No
31033,74393,Procurement,region_20,Bachelor's,M,other,1,28,3.0,4,0,68.0,0,5,12,0,1,0,No
31034,19887,Analytics,region_31,Bachelor's,M,sourcing,1,26,3.0,5,0,89.0,0,0,24,0,1,2,No
31035,11962,R&D,region_2,Master's & above,M,other,1,43,3.0,11,0,85.0,0,6,11,2,1,0,No
31036,51947,Operations,region_7,Bachelor's,M,other,1,29,3.0,3,0,58.0,0,4,31,0,1,0,No
31038,67259,Analytics,region_22,Bachelor's,M,sourcing,1,29,3.0,3,0,81.0,0,0,14,0,1,2,No
31041,29384,Sales & Marketing,region_5,Master's & above,M,other,1,41,3.0,8,0,47.0,0,7,29,2,1,0,No
31042,65836,Procurement,region_13,Master's & above,M,other,1,36,3.0,3,0,70.0,0,5,4,2,1,0,No
31044,78285,Sales & Marketing,region_27,Master's & above,M,other,1,42,3.0,2,0,94.0,1,7,19,2,1,0,Yes
31045,43042,Technology,region_27,Master's & above,F,sourcing,1,36,3.0,10,0,80.0,0,8,19,2,0,2,No
31046,1633,Procurement,region_13,Master's & above,F,other,1,30,5.0,5,0,69.0,1,5,4,2,0,0,Yes
31049,42215,Sales & Marketing,region_28,Bachelor's,M,other,1,30,2.0,7,0,53.0,0,7,20,0,1,0,No
31050,68467,Sales & Marketing,region_2,Master's & above,M,sourcing,1,36,5.0,2,0,52.0,1,7,11,2,1,2,Yes
31052,55207,Sales & Marketing,region_11,Bachelor's,M,sourcing,1,36,5.0,9,0,46.0,1,7,2,0,1,2,Yes
31055,65683,Analytics,region_20,Bachelor's,M,other,1,30,5.0,2,0,85.0,0,0,12,0,1,0,No
31057,59506,Operations,region_2,Below Secondary,M,other,1,22,3.0,2,0,64.0,0,4,11,1,1,0,No
31059,32418,Operations,region_7,Bachelor's,M,sourcing,1,36,4.0,3,0,56.0,0,4,31,0,1,2,No
31060,68049,Analytics,region_22,Master's & above,M,sourcing,1,28,4.0,1,0,87.0,0,0,14,2,1,2,No
31066,24234,Sales & Marketing,region_2,Master's & above,M,other,1,38,3.0,5,0,92.0,1,7,11,2,1,0,Yes
31067,1952,Procurement,region_11,Bachelor's,M,sourcing,1,43,4.0,7,0,73.0,0,5,2,0,1,2,No
31072,13197,Operations,region_22,Master's & above,M,referred,1,31,5.0,4,0,58.0,0,4,14,2,1,1,No
31073,20787,Analytics,region_15,Bachelor's,M,other,1,35,4.0,6,0,82.0,0,0,6,0,1,0,No
31079,71867,Technology,region_27,Bachelor's,M,sourcing,1,39,3.0,4,0,79.0,0,8,19,0,1,2,No
31081,51251,Operations,region_28,Master's & above,M,other,1,35,3.0,4,0,57.0,0,4,20,2,1,0,No
31082,35123,Sales & Marketing,region_17,Bachelor's,M,sourcing,1,39,3.0,8,0,43.0,0,7,8,0,1,2,No
31085,72474,Procurement,region_20,Master's & above,F,other,1,32,5.0,7,0,67.0,0,5,12,2,0,0,No
31086,34196,Operations,region_7,Bachelor's,M,sourcing,1,28,3.0,4,0,62.0,1,4,31,0,1,2,Yes
31089,64082,Operations,region_25,Bachelor's,M,sourcing,1,28,3.0,3,0,62.0,0,4,17,0,1,2,No
31092,39820,Sales & Marketing,region_25,Master's & above,M,other,1,33,5.0,4,0,91.0,1,7,17,2,1,0,Yes
31093,9022,Technology,region_24,Bachelor's,M,sourcing,1,28,3.0,2,0,81.0,0,8,16,0,1,2,No
31094,62309,Operations,region_16,Bachelor's,F,sourcing,1,49,5.0,3,0,66.0,1,4,7,0,0,2,Yes
31098,49082,Sales & Marketing,region_13,Bachelor's,M,sourcing,1,39,3.0,5,0,47.0,0,7,4,0,1,2,No
31099,2934,Analytics,region_2,Master's & above,F,sourcing,1,36,4.0,4,0,88.0,0,0,11,2,0,2,No
31100,49295,Technology,region_2,Master's & above,F,other,1,33,3.0,6,0,77.0,0,8,11,2,0,0,No
31101,61561,Operations,region_2,Master's & above,M,sourcing,1,47,3.0,4,0,58.0,0,4,11,2,1,2,No
31102,42663,Technology,region_10,Master's & above,F,sourcing,1,30,3.0,2,0,79.0,0,8,1,2,0,2,No
31103,225,Operations,region_7,Bachelor's,F,sourcing,1,27,3.0,4,0,65.0,0,4,31,0,0,2,No
31104,3525,Sales & Marketing,region_31,Master's & above,M,other,1,41,3.0,10,0,47.0,0,7,24,2,1,0,No
31105,31279,Operations,region_13,Master's & above,M,other,1,38,2.0,5,0,64.0,0,4,4,2,1,0,No
31107,25915,Sales & Marketing,region_13,Bachelor's,M,sourcing,1,28,4.0,3,0,49.0,0,7,4,0,1,2,No
31108,57309,R&D,region_22,Master's & above,M,other,1,42,5.0,8,0,85.0,0,6,14,2,1,0,No
31110,72340,Operations,region_2,Below Secondary,M,sourcing,1,23,4.0,2,0,62.0,0,4,11,1,1,2,No
31111,2427,R&D,region_13,Master's & above,M,other,1,38,3.0,2,0,89.0,0,6,4,2,1,0,No
31114,9690,Procurement,region_22,Bachelor's,M,sourcing,1,33,4.0,2,0,70.0,0,5,14,0,1,2,No
31117,50186,Analytics,region_4,Bachelor's,M,other,1,33,4.0,7,0,82.0,0,0,28,0,1,0,No
31118,67420,Procurement,region_17,Bachelor's,M,sourcing,1,37,3.0,11,0,74.0,0,5,8,0,1,2,No
31119,8051,Sales & Marketing,region_28,Bachelor's,F,other,1,29,3.0,5,0,48.0,0,7,20,0,0,0,No
31120,7462,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,30,2.0,3,0,50.0,0,7,24,0,1,2,No
31123,42390,HR,region_2,Bachelor's,M,referred,1,33,4.0,5,0,48.0,0,2,11,0,1,1,No
31124,68989,Sales & Marketing,region_31,Master's & above,M,sourcing,1,36,3.0,2,0,50.0,0,7,24,2,1,2,No
31125,72566,Analytics,region_2,Bachelor's,M,other,1,38,3.0,9,0,88.0,0,0,11,0,1,0,No
31126,36151,HR,region_2,Bachelor's,M,sourcing,1,38,3.0,4,0,51.0,0,2,11,0,1,2,No
31127,44187,Operations,region_15,Bachelor's,M,sourcing,1,38,5.0,10,0,60.0,0,4,6,0,1,2,No
31129,4938,Sales & Marketing,region_7,Bachelor's,M,other,1,38,4.0,9,0,48.0,1,7,31,0,1,0,Yes
31130,40758,Sales & Marketing,region_3,Bachelor's,M,sourcing,1,33,4.0,4,0,49.0,0,7,22,0,1,2,No
31131,65944,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,33,5.0,8,0,49.0,0,7,24,0,1,2,No
31132,18871,Procurement,region_14,Bachelor's,M,other,1,28,4.0,6,0,67.0,0,5,5,0,1,0,No
31133,57233,Technology,region_1,Master's & above,M,sourcing,1,31,3.0,3,0,80.0,0,8,0,2,1,2,No
31134,34255,Analytics,region_22,Bachelor's,M,other,1,26,2.0,4,0,85.0,0,0,14,0,1,0,No
31137,70794,Sales & Marketing,region_7,Master's & above,M,sourcing,1,46,4.0,3,0,56.0,1,7,31,2,1,2,Yes
31138,70278,Procurement,region_17,Master's & above,M,other,1,37,5.0,8,0,70.0,0,5,8,2,1,0,No
31139,60591,Legal,region_22,Bachelor's,M,other,1,33,2.0,3,0,62.0,0,3,14,0,1,0,No
31142,44253,Procurement,region_5,Bachelor's,M,sourcing,1,28,4.0,5,0,68.0,0,5,29,0,1,2,No
31144,36234,Sales & Marketing,region_13,Bachelor's,M,sourcing,1,33,4.0,6,0,48.0,0,7,4,0,1,2,No
31145,379,Sales & Marketing,region_28,Master's & above,F,sourcing,1,31,5.0,5,0,51.0,0,7,20,2,0,2,No
31146,65427,Technology,region_6,Bachelor's,M,sourcing,1,27,3.0,4,0,77.0,0,8,30,0,1,2,No
31149,32084,Finance,region_2,Bachelor's,M,sourcing,1,28,3.0,2,0,56.0,0,1,11,0,1,2,No
31150,51269,Operations,region_31,Bachelor's,F,sourcing,1,26,4.0,4,0,59.0,0,4,24,0,0,2,No
31154,8574,Procurement,region_2,Bachelor's,M,sourcing,1,30,3.0,2,0,64.0,0,5,11,0,1,2,No
31155,3702,Sales & Marketing,region_17,Bachelor's,M,sourcing,1,33,3.0,3,0,48.0,0,7,8,0,1,2,No
31156,20095,Procurement,region_2,Bachelor's,F,other,1,29,2.0,1,0,69.0,0,5,11,0,0,0,No
31157,70595,Operations,region_16,Master's & above,F,sourcing,1,42,5.0,13,0,57.0,0,4,7,2,0,2,No
31159,23198,Analytics,region_13,Bachelor's,M,other,1,34,5.0,5,0,86.0,0,0,4,0,1,0,No
31160,26704,Sales & Marketing,region_7,Master's & above,F,sourcing,1,35,5.0,9,0,54.0,0,7,31,2,0,2,No
31163,27892,Sales & Marketing,region_28,Bachelor's,M,other,1,27,5.0,3,0,49.0,0,7,20,0,1,0,No
31164,10717,Sales & Marketing,region_7,Bachelor's,F,sourcing,1,24,3.0,3,0,52.0,0,7,31,0,0,2,No
31165,28667,Procurement,region_13,Bachelor's,M,other,1,36,4.0,7,0,73.0,0,5,4,0,1,0,No
31166,22167,Operations,region_14,Bachelor's,M,sourcing,1,33,5.0,3,0,60.0,0,4,5,0,1,2,No
31167,44057,Analytics,region_14,Bachelor's,M,sourcing,1,31,3.0,6,0,85.0,0,0,5,0,1,2,No
31172,8316,Sales & Marketing,region_22,Master's & above,M,other,1,33,3.0,7,0,48.0,0,7,14,2,1,0,No
31173,15133,Technology,region_28,Master's & above,M,other,1,32,3.0,3,0,78.0,0,8,20,2,1,0,No
31174,24333,Technology,region_30,Bachelor's,M,sourcing,1,29,3.0,2,0,79.0,0,8,23,0,1,2,No
31175,50124,Technology,region_1,Master's & above,M,sourcing,1,30,3.0,5,0,79.0,0,8,0,2,1,2,No
31177,4582,Sales & Marketing,region_2,Bachelor's,M,referred,1,39,5.0,5,0,51.0,0,7,11,0,1,1,No
31179,28170,Legal,region_7,Bachelor's,M,sourcing,1,34,3.0,5,0,63.0,0,3,31,0,1,2,No
31180,53721,Procurement,region_27,Master's & above,M,other,1,38,5.0,9,0,74.0,0,5,19,2,1,0,No
31182,65330,Sales & Marketing,region_26,Bachelor's,F,sourcing,1,34,3.0,7,0,52.0,0,7,18,0,0,2,No
31183,49169,Sales & Marketing,region_27,Bachelor's,M,sourcing,1,30,3.0,5,0,50.0,0,7,19,0,1,2,No
31186,69195,Operations,region_26,Bachelor's,M,other,1,34,3.0,5,0,58.0,0,4,18,0,1,0,No
31187,28561,Sales & Marketing,region_10,Master's & above,M,sourcing,1,33,5.0,5,0,47.0,0,7,1,2,1,2,No
31189,31631,Technology,region_10,Master's & above,M,sourcing,1,36,4.0,5,0,83.0,0,8,1,2,1,2,No
31190,27684,Operations,region_13,Master's & above,F,other,1,36,4.0,7,0,63.0,0,4,4,2,0,0,No
31193,66868,Operations,region_7,Master's & above,F,other,1,35,2.0,10,0,57.0,0,4,31,2,0,0,No
31194,63956,R&D,region_22,Master's & above,M,sourcing,1,32,5.0,6,0,88.0,0,6,14,2,1,2,No
31195,71914,Procurement,region_14,Bachelor's,M,other,1,33,2.0,2,0,71.0,0,5,5,0,1,0,No
31201,57504,Analytics,region_29,Bachelor's,M,other,1,35,3.0,9,0,85.0,0,0,21,0,1,0,No
31202,38799,Operations,region_7,Bachelor's,F,sourcing,1,29,4.0,5,0,67.0,0,4,31,0,0,2,No
31203,34884,Procurement,region_22,Master's & above,F,other,1,35,5.0,3,0,68.0,0,5,14,2,0,0,No
31205,1849,Analytics,region_31,Bachelor's,F,sourcing,1,26,4.0,4,0,84.0,0,0,24,0,0,2,No
31206,21775,Sales & Marketing,region_7,Master's & above,M,other,1,49,4.0,7,0,56.0,0,7,31,2,1,0,No
31209,52996,Sales & Marketing,region_22,Bachelor's,M,sourcing,1,26,3.0,3,0,43.0,0,7,14,0,1,2,No
31210,3312,Operations,region_15,Bachelor's,M,other,1,43,4.0,7,0,57.0,0,4,6,0,1,0,No
31214,42123,Operations,region_32,Bachelor's,M,sourcing,1,28,3.0,6,0,58.0,0,4,25,0,1,2,No
31217,19530,Procurement,region_13,Bachelor's,M,other,1,40,4.0,13,0,69.0,0,5,4,0,1,0,No
31218,58495,Operations,region_15,Bachelor's,M,other,1,41,3.0,6,0,60.0,0,4,6,0,1,0,No
31220,33268,Sales & Marketing,region_8,Bachelor's,M,other,1,32,3.0,9,0,51.0,0,7,32,0,1,0,No
31221,26994,Technology,region_33,Bachelor's,M,other,1,26,3.0,3,0,78.0,0,8,26,0,1,0,No
31223,46781,Sales & Marketing,region_13,Master's & above,M,other,1,37,5.0,9,0,63.0,1,7,4,2,1,0,Yes
31225,67092,Technology,region_15,Master's & above,M,other,1,44,4.0,7,0,79.0,0,8,6,2,1,0,No
31226,11403,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,52,3.0,12,0,53.0,0,7,6,0,1,2,No
31227,27464,Sales & Marketing,region_31,Bachelor's,M,other,1,41,3.0,7,0,50.0,0,7,24,0,1,0,No
31228,57707,HR,region_15,Bachelor's,M,sourcing,1,29,5.0,2,0,51.0,0,2,6,0,1,2,No
31232,62222,HR,region_2,Bachelor's,M,sourcing,1,29,2.0,3,0,48.0,0,2,11,0,1,2,No
31233,49554,Finance,region_7,Bachelor's,M,other,1,28,5.0,4,0,63.0,0,1,31,0,1,0,No
31234,13587,Procurement,region_6,Bachelor's,M,sourcing,1,29,3.0,7,0,69.0,0,5,30,0,1,2,No
31238,47767,Operations,region_15,Bachelor's,M,other,1,41,4.0,7,0,55.0,0,4,6,0,1,0,No
31242,72926,Sales & Marketing,region_17,Bachelor's,M,sourcing,1,34,4.0,3,0,51.0,0,7,8,0,1,2,No
31243,5637,Analytics,region_2,Bachelor's,M,sourcing,1,40,3.0,10,0,87.0,0,0,11,0,1,2,No
31244,71679,Sales & Marketing,region_13,Master's & above,M,other,1,37,4.0,4,0,49.0,0,7,4,2,1,0,No
31245,6783,Technology,region_28,Master's & above,M,other,1,36,4.0,4,0,82.0,0,8,20,2,1,0,No
31248,45791,Technology,region_15,Bachelor's,M,sourcing,1,34,4.0,5,0,82.0,1,8,6,0,1,2,Yes
31250,44755,Sales & Marketing,region_22,Bachelor's,M,other,1,31,3.0,4,0,46.0,0,7,14,0,1,0,No
31251,49498,Procurement,region_10,Master's & above,M,sourcing,1,40,4.0,12,0,75.0,0,5,1,2,1,2,No
31253,54933,Sales & Marketing,region_32,Bachelor's,M,other,1,32,4.0,4,0,52.0,0,7,25,0,1,0,No
31254,60246,Operations,region_29,Master's & above,M,other,1,35,2.0,8,0,58.0,0,4,21,2,1,0,No
31256,30936,Operations,region_11,Bachelor's,F,other,1,31,3.0,5,0,59.0,0,4,2,0,0,0,No
31258,57164,Technology,region_24,Bachelor's,F,sourcing,1,25,4.0,4,0,83.0,0,8,16,0,0,2,No
31259,42678,Operations,region_31,Bachelor's,F,other,1,26,4.0,3,0,62.0,0,4,24,0,0,0,No
31260,66220,HR,region_7,Master's & above,M,sourcing,1,33,2.0,6,0,48.0,0,2,31,2,1,2,No
31262,64648,Operations,region_15,Bachelor's,F,sourcing,1,30,5.0,5,0,58.0,0,4,6,0,0,2,No
31263,48099,Analytics,region_7,Bachelor's,M,sourcing,1,32,4.0,2,0,85.0,1,0,31,0,1,2,Yes
31267,39646,Operations,region_20,Bachelor's,F,sourcing,1,26,5.0,3,0,56.0,0,4,12,0,0,2,No
31268,5480,Analytics,region_22,Master's & above,M,sourcing,1,30,3.0,5,0,81.0,0,0,14,2,1,2,No
31269,62387,Sales & Marketing,region_10,Master's & above,M,other,1,39,4.0,12,0,49.0,0,7,1,2,1,0,No
31270,17875,Procurement,region_26,Bachelor's,F,other,1,27,3.0,3,0,69.0,0,5,18,0,0,0,No
31271,38379,Technology,region_22,Bachelor's,M,other,1,29,5.0,2,0,88.0,1,8,14,0,1,0,Yes
31273,15920,Sales & Marketing,region_7,Bachelor's,M,sourcing,1,38,3.0,2,0,47.0,0,7,31,0,1,2,No
31277,59454,Sales & Marketing,region_2,Bachelor's,M,other,1,50,3.0,12,0,48.0,0,7,11,0,1,0,No
31279,72272,Operations,region_23,Bachelor's,F,sourcing,1,31,5.0,5,0,58.0,1,4,15,0,0,2,Yes
31280,34282,Procurement,region_11,Master's & above,M,other,1,46,5.0,4,0,68.0,0,5,2,2,1,0,No
31281,55139,Technology,region_31,Master's & above,F,other,1,40,3.0,9,0,78.0,0,8,24,2,0,0,No
31283,74864,Procurement,region_4,Master's & above,M,sourcing,1,51,5.0,2,0,64.0,0,5,28,2,1,2,No
31284,76187,Procurement,region_7,Master's & above,F,other,1,32,5.0,6,0,77.0,0,5,31,2,0,0,No
31285,54445,Analytics,region_2,Bachelor's,M,sourcing,1,49,4.0,10,0,86.0,0,0,11,0,1,2,No
31286,32264,Sales & Marketing,region_33,Bachelor's,M,other,1,32,3.0,3,0,47.0,0,7,26,0,1,0,No
31287,5308,R&D,region_22,Bachelor's,M,other,1,35,3.0,5,0,81.0,0,6,14,0,1,0,No
31288,4031,Sales & Marketing,region_2,Bachelor's,F,other,1,38,3.0,11,1,48.0,0,7,11,0,0,0,No
31290,57061,Sales & Marketing,region_4,Master's & above,M,sourcing,1,30,4.0,7,0,47.0,0,7,28,2,1,2,No
31293,74493,Technology,region_5,Bachelor's,F,sourcing,1,33,3.0,6,0,81.0,0,8,29,0,0,2,No
31295,51403,Technology,region_26,Bachelor's,M,other,1,38,2.0,2,0,77.0,0,8,18,0,1,0,No
31296,65525,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,42,2.0,12,0,47.0,0,7,6,0,1,2,No
31299,11283,HR,region_14,Bachelor's,M,sourcing,1,28,4.0,5,0,48.0,1,2,5,0,1,2,Yes
31301,64300,Procurement,region_2,Bachelor's,F,other,1,56,4.0,6,0,63.0,0,5,11,0,0,0,No
31303,25468,Procurement,region_22,Master's & above,M,other,1,40,5.0,2,0,67.0,0,5,14,2,1,0,No
31304,50206,Operations,region_31,Bachelor's,M,sourcing,1,29,5.0,3,0,62.0,0,4,24,0,1,2,No
31305,67589,HR,region_17,Bachelor's,F,sourcing,1,26,5.0,3,0,44.0,1,2,8,0,0,2,Yes
31309,47155,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,35,2.0,4,0,50.0,0,7,11,0,1,2,No
31312,38991,HR,region_2,Master's & above,F,sourcing,1,58,3.0,15,0,47.0,0,2,11,2,0,2,No
31313,62653,Operations,region_20,Master's & above,F,sourcing,1,33,5.0,5,0,62.0,0,4,12,2,0,2,No
31314,62940,Procurement,region_2,Bachelor's,F,sourcing,1,41,4.0,8,0,70.0,0,5,11,0,0,2,No
31315,11358,Operations,region_5,Bachelor's,F,sourcing,1,32,3.0,6,0,57.0,0,4,29,0,0,2,No
31319,6190,Operations,region_32,Bachelor's,M,sourcing,1,30,4.0,2,0,63.0,0,4,25,0,1,2,No
31320,55105,Sales & Marketing,region_5,Bachelor's,M,sourcing,1,27,3.0,7,0,53.0,0,7,29,0,1,2,No
31321,23547,Operations,region_14,Master's & above,M,sourcing,1,32,4.0,6,0,58.0,0,4,5,2,1,2,No
31322,66564,Operations,region_2,Master's & above,F,other,1,45,3.0,14,0,60.0,0,4,11,2,0,0,No
31323,38547,Analytics,region_32,Bachelor's,M,other,1,27,4.0,2,0,87.0,0,0,25,0,1,0,No
31324,44969,HR,region_7,Master's & above,F,sourcing,1,33,5.0,8,0,52.0,0,2,31,2,0,2,No
31328,64571,Sales & Marketing,region_15,Bachelor's,M,other,1,24,3.0,2,0,48.0,0,7,6,0,1,0,No
31329,78057,Sales & Marketing,region_31,Bachelor's,F,sourcing,1,29,3.0,2,0,49.0,0,7,24,0,0,2,No
31333,74385,HR,region_2,Master's & above,M,sourcing,1,37,5.0,10,0,49.0,0,2,11,2,1,2,No
31335,45260,Procurement,region_7,Master's & above,F,sourcing,1,35,3.0,7,0,73.0,1,5,31,2,0,2,Yes
31336,7883,R&D,region_22,Bachelor's,M,other,1,28,3.0,6,0,87.0,1,6,14,0,1,0,Yes
31340,3916,Sales & Marketing,region_2,Master's & above,F,sourcing,1,41,3.0,11,0,47.0,0,7,11,2,0,2,No
31341,55921,Sales & Marketing,region_28,Bachelor's,M,sourcing,1,30,5.0,5,0,49.0,1,7,20,0,1,2,Yes
